english,german,label
The counsellor is diligent.,Die Beraterin ist fleißig.,1
The counsellor is diligent.,die beratende Person ist fleißig.,0
The counsellor is diligent.,der*die Berater*in ist fleißig.,0
The counsellor is diligent.,der:die Berater:in ist fleißig.,0
The counsellor is intelligent.,Der Berater ist intelligent.,1
The counsellor is intelligent.,Die Beraterin ist intelligent.,1
The counsellor is intelligent.,die beratende Person ist intelligent.,0
The counsellor is intelligent.,der*die Berater*in ist intelligent.,0
The counsellor is intelligent.,der:die Berater:in ist intelligent.,0
The counsellor is responsible.,Der Berater ist verantwortlich.,1
The counsellor is responsible.,Die Beraterin ist verantwortlich.,1
The counsellor is responsible.,die beratende Person ist verantwortlich.,0
The counsellor is responsible.,der*die Berater*in ist verantwortlich.,0
The counsellor is responsible.,der:die Berater:in ist verantwortlich.,0
The counsellors are diligent.,Die Berater sind fleißig.,1
The counsellors are diligent.,Die Beraterinnen sind fleißig.,1
The counsellors are diligent.,Die Beratenden sind fleißig.,0
The counsellors are diligent.,die Berater*innen sind fleißig.,0
The counsellors are diligent.,die Berater:innen sind fleißig.,0
The counsellors are intelligent.,Die Berater sind intelligent.,1
The counsellors are intelligent.,Die Beraterinnen sind intelligent.,1
The counsellors are intelligent.,Die Beratenden sind intelligent.,0
The counsellors are intelligent.,die Berater*innen sind intelligent.,0
The counsellors are intelligent.,die Berater:innen sind intelligent.,0
The counsellors are responsible.,Die Berater sind verantwortlich.,1
The counsellors are responsible.,Die Beraterinnen sind verantwortlich.,1
The counsellors are responsible.,Die Beratenden sind verantwortlich.,0
The counsellors are responsible.,die Berater*innen sind verantwortlich.,0
The counsellors are responsible.,die Berater:innen sind verantwortlich.,0
The contractor is diligent.,Der Auftragnehmer ist fleißig.,1
The contractor is diligent.,Die Auftragnehmerin ist fleißig.,1
The contractor is diligent.,die auftragnehmende Person ist fleißig.,0
The contractor is diligent.,der*die Auftragnehmer*in ist fleißig.,0
The contractor is diligent.,der:die Auftragnehmer:in ist fleißig.,0
The contractor is intelligent.,Der Auftragnehmer ist intelligent.,1
The contractor is intelligent.,Die Auftragnehmerin ist intelligent.,1
The contractor is intelligent.,die auftragnehmende Person ist intelligent.,0
The contractor is intelligent.,der*die Auftragnehmer*in ist intelligent.,0
The contractor is intelligent.,der:die Auftragnehmer:in ist intelligent.,0
The contractor is responsible.,Der Auftragnehmer ist verantwortlich.,1
The contractor is responsible.,Die Auftragnehmerin ist verantwortlich.,1
The contractor is responsible.,die auftragnehmende Person ist verantwortlich.,0
The contractor is responsible.,der*die Auftragnehmer*in ist verantwortlich.,0
The contractor is responsible.,der:die Auftragnehmer:in ist verantwortlich.,0
The contractors are diligent.,Die Auftragnehmer sind fleißig.,1
The contractors are diligent.,Die Auftragnehmerinnen sind fleißig.,1
The contractors are diligent.,Die Auftragnehmenden sind fleißig.,0
The contractors are diligent.,die Auftragnehmer*innen sind fleißig.,0
The contractors are diligent.,die Auftragnehmer:innen sind fleißig.,0
The contractors are intelligent.,Die Auftragnehmer sind intelligent.,1
The contractors are intelligent.,Die Auftragnehmerinnen sind intelligent.,1
The contractors are intelligent.,Die Auftragnehmenden sind intelligent.,0
The contractors are intelligent.,die Auftragnehmer*innen sind intelligent.,0
The contractors are intelligent.,die Auftragnehmer:innen sind intelligent.,0
The contractors are responsible.,Die Auftragnehmer sind verantwortlich.,1
The contractors are responsible.,Die Auftragnehmerinnen sind verantwortlich.,1
The contractors are responsible.,Die Auftragnehmenden sind verantwortlich.,0
The contractors are responsible.,die Auftragnehmer*innen sind verantwortlich.,0
The contractors are responsible.,die Auftragnehmer:innen sind verantwortlich.,0
The coordinator is diligent.,Der Koordinator ist fleißig.,1
The coordinator is diligent.,Die Koordinatorin ist fleißig.,1
The coordinator is diligent.,die Koordination ist fleißig.,0
The coordinator is diligent.,der*die Koordinator*in ist fleißig.,0
The coordinator is diligent.,der:die Koordinator:in ist fleißig.,0
The coordinator is intelligent.,Der Koordinator ist intelligent.,1
The coordinator is intelligent.,Die Koordinatorin ist intelligent.,1
The coordinator is intelligent.,die Koordination ist intelligent.,0
The coordinator is intelligent.,der*die Koordinator*in ist intelligent.,0
The coordinator is intelligent.,der:die Koordinator:in ist intelligent.,0
The coordinator is responsible.,Der Koordinator ist verantwortlich.,1
The coordinator is responsible.,Die Koordinatorin ist verantwortlich.,1
The coordinator is responsible.,die Koordination ist verantwortlich.,0
The coordinator is responsible.,der*die Koordinator*in ist verantwortlich.,0
The coordinator is responsible.,der:die Koordinator:in ist verantwortlich.,0
The coordinators are diligent.,Die Koordinatoren sind fleißig.,1
The coordinators are diligent.,Die Koordinatorinnen sind fleißig.,1
The coordinators are diligent.,Die Koordination sind fleißig.,0
The coordinators are diligent.,die Koordinator*innen sind fleißig.,0
The coordinators are diligent.,die Koordinator:innen sind fleißig.,0
The coordinators are intelligent.,Die Koordinatoren sind intelligent.,1
The coordinators are intelligent.,Die Koordinatorinnen sind intelligent.,1
The coordinators are intelligent.,Die Koordination sind intelligent.,0
The coordinators are intelligent.,die Koordinator*innen sind intelligent.,0
The coordinators are intelligent.,die Koordinator:innen sind intelligent.,0
The coordinators are responsible.,Die Koordinatoren sind verantwortlich.,1
The coordinators are responsible.,Die Koordinatorinnen sind verantwortlich.,1
The coordinators are responsible.,Die Koordination sind verantwortlich.,0
The coordinators are responsible.,die Koordinator*innen sind verantwortlich.,0
The coordinators are responsible.,die Koordinator:innen sind verantwortlich.,0
The supremacist is diligent.,Der Suprematist ist fleißig.,1
The supremacist is diligent.,Die Suprematistin ist fleißig.,1
The supremacist is diligent.,der*die Suprematist*in ist fleißig.,0
The supremacist is diligent.,der:die Suprematist:in ist fleißig.,0
The supremacist is intelligent.,Der Suprematist ist intelligent.,1
The supremacist is intelligent.,Die Suprematistin ist intelligent.,1
The supremacist is intelligent.,der*die Suprematist*in ist intelligent.,0
The supremacist is intelligent.,der:die Suprematist:in ist intelligent.,0
The supremacist is responsible.,Der Suprematist ist verantwortlich.,1
The supremacist is responsible.,Die Suprematistin ist verantwortlich.,1
The supremacist is responsible.,der*die Suprematist*in ist verantwortlich.,0
The supremacist is responsible.,der:die Suprematist:in ist verantwortlich.,0
The supremacists are diligent.,Die Suprematisten sind fleißig.,1
The supremacists are diligent.,Die Suprematistinnen sind fleißig.,1
The supremacists are diligent.,die Suprematist*innen sind fleißig.,0
The supremacists are diligent.,die Suprematist:innen sind fleißig.,0
The supremacists are intelligent.,Die Suprematisten sind intelligent.,1
The supremacists are intelligent.,Die Suprematistinnen sind intelligent.,1
The supremacists are intelligent.,die Suprematist*innen sind intelligent.,0
The supremacists are intelligent.,die Suprematist:innen sind intelligent.,0
The supremacists are responsible.,Die Suprematisten sind verantwortlich.,1
The supremacists are responsible.,Die Suprematistinnen sind verantwortlich.,1
The supremacists are responsible.,die Suprematist*innen sind verantwortlich.,0
The supremacists are responsible.,die Suprematist:innen sind verantwortlich.,0
The employee is diligent.,Der Beschäftigte ist fleißig.,1
The employee is diligent.,Die Beschäftigte ist fleißig.,1
The employee is diligent.,die Arbeitskraft ist fleißig.,0
The employee is diligent.,der*die Beschäftigte ist fleißig.,0
The employee is diligent.,der:die Beschäftigte ist fleißig.,0
The employee is intelligent.,Der Beschäftigte ist intelligent.,1
The employee is intelligent.,Die Beschäftigte ist intelligent.,1
The employee is intelligent.,die Arbeitskraft ist intelligent.,0
The employee is intelligent.,der*die Beschäftigte ist intelligent.,0
The employee is intelligent.,der:die Beschäftigte ist intelligent.,0
The employee is responsible.,Der Beschäftigte ist verantwortlich.,1
The employee is responsible.,Die Beschäftigte ist verantwortlich.,1
The employee is responsible.,die Arbeitskraft ist verantwortlich.,0
The employee is responsible.,der*die Beschäftigte ist verantwortlich.,0
The employee is responsible.,der:die Beschäftigte ist verantwortlich.,0
The employees are diligent.,Die Beschäftigte sind fleißig.,1
The employees are diligent.,Die Beschäftigte sind fleißig.,1
The employees are diligent.,Die Arbeitskräfte sind fleißig.,0
The employees are diligent.,die Beschäftigten sind fleißig.,0
The employees are intelligent.,Die Beschäftigte sind intelligent.,1
The employees are intelligent.,Die Beschäftigte sind intelligent.,1
The employees are intelligent.,Die Arbeitskräfte sind intelligent.,0
The employees are intelligent.,die Beschäftigten sind intelligent.,0
The employees are responsible.,Die Beschäftigte sind verantwortlich.,1
The employees are responsible.,Die Beschäftigte sind verantwortlich.,1
The employees are responsible.,Die Arbeitskräfte sind verantwortlich.,0
The employees are responsible.,die Beschäftigten sind verantwortlich.,0
The investor is diligent.,Der Investor ist fleißig.,1
The investor is diligent.,Die Investorin ist fleißig.,1
The investor is diligent.,die geldgebende Person ist fleißig.,0
The investor is diligent.,der*die Investor*in ist fleißig.,0
The investor is diligent.,der:die Investor:in ist fleißig.,0
The investor is intelligent.,Der Investor ist intelligent.,1
The investor is intelligent.,Die Investorin ist intelligent.,1
The investor is intelligent.,die geldgebende Person ist intelligent.,0
The investor is intelligent.,der*die Investor*in ist intelligent.,0
The investor is intelligent.,der:die Investor:in ist intelligent.,0
The investor is responsible.,Der Investor ist verantwortlich.,1
The investor is responsible.,Die Investorin ist verantwortlich.,1
The investor is responsible.,die geldgebende Person ist verantwortlich.,0
The investor is responsible.,der*die Investor*in ist verantwortlich.,0
The investor is responsible.,der:die Investor:in ist verantwortlich.,0
The investors are diligent.,Die Investoren sind fleißig.,1
The investors are diligent.,Die Investorinnen sind fleißig.,1
The investors are diligent.,Die geldgebenden Personen sind fleißig.,0
The investors are diligent.,die Investor*innen sind fleißig.,0
The investors are diligent.,die Investor:innen sind fleißig.,0
The investors are intelligent.,Die Investoren sind intelligent.,1
The investors are intelligent.,Die Investorinnen sind intelligent.,1
The investors are intelligent.,Die geldgebenden Personen sind intelligent.,0
The investors are intelligent.,die Investor*innen sind intelligent.,0
The investors are intelligent.,die Investor:innen sind intelligent.,0
The investors are responsible.,Die Investoren sind verantwortlich.,1
The investors are responsible.,Die Investorinnen sind verantwortlich.,1
The investors are responsible.,Die geldgebenden Personen sind verantwortlich.,0
The investors are responsible.,die Investor*innen sind verantwortlich.,0
The investors are responsible.,die Investor:innen sind verantwortlich.,0
The blogger is diligent.,Der Blogger ist fleißig.,1
The blogger is diligent.,Die Bloggerin ist fleißig.,1
The blogger is diligent.,die bloggende Personen ist fleißig.,0
The blogger is diligent.,der*die Blogger*in ist fleißig.,0
The blogger is diligent.,der:die Blogger:in ist fleißig.,0
The blogger is intelligent.,Der Blogger ist intelligent.,1
The blogger is intelligent.,Die Bloggerin ist intelligent.,1
The blogger is intelligent.,die bloggende Personen ist intelligent.,0
The blogger is intelligent.,der*die Blogger*in ist intelligent.,0
The blogger is intelligent.,der:die Blogger:in ist intelligent.,0
The blogger is responsible.,Der Blogger ist verantwortlich.,1
The blogger is responsible.,Die Bloggerin ist verantwortlich.,1
The blogger is responsible.,die bloggende Personen ist verantwortlich.,0
The blogger is responsible.,der*die Blogger*in ist verantwortlich.,0
The blogger is responsible.,der:die Blogger:in ist verantwortlich.,0
The bloggers are diligent.,Die Blogger sind fleißig.,1
The bloggers are diligent.,Die Bloggerinnen sind fleißig.,1
The bloggers are diligent.,Die bloggenden Personen sind fleißig.,0
The bloggers are diligent.,die Blogger*innen sind fleißig.,0
The bloggers are diligent.,die Blogger:innen sind fleißig.,0
The bloggers are intelligent.,Die Blogger sind intelligent.,1
The bloggers are intelligent.,Die Bloggerinnen sind intelligent.,1
